"Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Litter","Litter_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Photo","Top_height","Litter_depth_center","Site","Season","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","BagID","Quadrat_checklist","Top_Plotting","Microsite_Plotting","mean_depth"
"MOAB114",32,19,"18-05-2025 17:24:40.500 -0600","POINTZ(-109.396231447 38.226521477 1733.821)",38.226521477,-109.396231447,1733.821,0,1.74,2,0.11,0.24,1.05,0.54,0.9,34,27,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"STONE",NA,"OPEN",NA,NA,0,0,"MOAB","S25",2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"MOAB116",1,1,"17-05-2025 14:24:47.500 -0600","POINTZ(-109.342435993 38.269464663 1977.476)",38.269464663,-109.342435993,1977.476,0,1.74,2,0.098,0.23,0.94,0.45,0.82,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"MOAB","S25",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"MOAB116",2,2,"17-05-2025 14:26:37.750 -0600","POINTZ(-109.342434703 38.269473272 1977.486)",38.269473272,-109.342434703,1977.486,0,1.74,2,0.094,0.22,0.93,0.45,0.82,39,32,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","CANOPY",NA,NA,90,1,"MOAB","S25",3,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2
"MOAB116",3,3,"17-05-2025 14:27:34.500 -0600","POINTZ(-109.342431012 38.269482553 1977.118)",38.269482553,-109.342431012,1977.118,0,1.74,2,0.1,0.22,0.93,0.45,0.81,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",5,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.8
"MOAB116",4,4,"17-05-2025 14:29:50.000 -0600","POINTZ(-109.342429517 38.2694908 1977.473)",38.2694908,-109.342429517,1977.473,0,1.74,2,0.096,0.22,0.92,0.45,0.81,39,32,"L-OTHER","ARTR","L-PGRASS",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,120,5,"MOAB","S25",10,15,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8
"MOAB116",5,5,"17-05-2025 14:31:50.500 -0600","POINTZ(-109.342428392 38.269499315 1977.326)",38.269499315,-109.342428392,1977.326,0,1.74,2,0.095,0.22,0.95,0.46,0.84,39,31,"L-OTHER","ARTR","L-PGRASS",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","MOSS","CANOPY",NA,NA,120,4,"MOAB","S25",3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",4.2
"MOAB116",6,6,"17-05-2025 14:32:45.500 -0600","POINTZ(-109.34242666 38.26950803 1977.4)",38.26950803,-109.34242666,1977.4,0,1.74,2,0.093,0.22,0.95,0.46,0.83,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.6
"MOAB116",7,7,"17-05-2025 14:33:45.750 -0600","POINTZ(-109.342427995 38.269516862 1977.036)",38.269516862,-109.342427995,1977.036,0,1.74,2,0.1,0.22,0.91,0.45,0.78,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",11,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3.2
"MOAB116",8,8,"17-05-2025 14:34:51.500 -0600","POINTZ(-109.342424305 38.269524513 1977.738)",38.269524513,-109.342424305,1977.738,0,1.74,2,0.09,0.21,0.9,0.45,0.78,40,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,4,"MOAB","S25",10,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",4.2
"MOAB116",9,9,"17-05-2025 14:36:42.500 -0600","POINTZ(-109.34242455 38.269534775 1977.607)",38.269534775,-109.34242455,1977.607,0,1.74,2,0.09,0.21,0.89,0.45,0.77,40,32,"L-OTHER","ARTR","L-PGRASS",NA,"N",NA,"N",NA,"H_W_B",NA,"SOIL",NA,"CANOPY",NA,NA,105,30,"MOAB","S25",40,30,25,25,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",30
"MOAB116",10,10,"17-05-2025 14:38:05.750 -0600","POINTZ(-109.34242442 38.269540522 1977.503)",38.269540522,-109.34242442,1977.503,0,1.74,2,0.089,0.21,0.89,0.45,0.77,40,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,10,"MOAB","S25",5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5.2
"MOAB116",11,11,"17-05-2025 14:39:10.250 -0600","POINTZ(-109.342422818 38.26955118 1977.834)",38.26955118,-109.342422818,1977.834,0,1.74,2,0.09,0.21,0.88,0.45,0.76,40,32,"L-FORB",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,5,2,"MOAB","S25",1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",1
"MOAB116",12,12,"17-05-2025 14:40:16.250 -0600","POINTZ(-109.342419313 38.269557833 1977.844)",38.269557833,-109.342419313,1977.844,0,1.74,2,0.094,0.22,0.91,0.46,0.79,40,31,"L-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,10,3,"MOAB","S25",5,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",4.2
"MOAB116",13,13,"17-05-2025 14:42:14.000 -0600","POINTZ(-109.342415933 38.269568708 1977.75)",38.269568708,-109.342415933,1977.75,0,1.74,2,0.096,0.22,0.91,0.46,0.78,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_DUNG","SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.6
"MOAB116",14,15,"17-05-2025 14:44:32.000 -0600","POINTZ(-109.342416012 38.269585733 1977.827)",38.269585733,-109.342416012,1977.827,0,1.74,2,0.089,0.22,0.89,0.45,0.77,38,32,"L-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,15,5,"MOAB","S25",1,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3.2
"MOAB116",15,16,"17-05-2025 14:46:23.500 -0600","POINTZ(-109.342410933 38.269597813 1976.969)",38.269597813,-109.342410933,1976.969,0,1.74,2,0.09,0.22,0.88,0.45,0.76,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,5,"MOAB","S25",1,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.6
"MOAB116",16,17,"17-05-2025 14:47:51.250 -0600","POINTZ(-109.342410112 38.26960449 1977.482)",38.26960449,-109.342410112,1977.482,0,1.74,2,0.098,0.24,0.97,0.48,0.84,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"MOAB","S25",4,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3.2
"MOAB116",17,18,"17-05-2025 14:50:11.250 -0600","POINTZ(-109.342411815 38.269613872 1977.312)",38.269613872,-109.342411815,1977.312,0,1.74,2,0.097,0.23,0.96,0.48,0.83,39,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.4
"MOAB116",18,19,"17-05-2025 14:54:01.250 -0600","POINTZ(-109.342409492 38.269623118 1977.348)",38.269623118,-109.342409492,1977.348,0,1.74,2,0.099,0.23,0.89,0.46,0.76,39,32,"L-PGRASS",NA,"L-OTHER","ARTR","N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,90,10,"MOAB","S25",15,10,10,20,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",13
"MOAB116",19,20,"17-05-2025 14:59:29.750 -0600","POINTZ(-109.342406872 38.26963164 1977.478)",38.26963164,-109.342406872,1977.478,0,1.74,2,0.11,0.23,0.88,0.46,0.75,38,32,"L-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,10,3,"MOAB","S25",3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3.8
"MOAB116",20,21,"17-05-2025 15:02:40.250 -0600","POINTZ(-109.342408002 38.269640145 1977.455)",38.269640145,-109.342408002,1977.455,0,1.74,2,0.1,0.23,0.92,0.48,0.79,37,32,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,75,1,"MOAB","S25",5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",3.8
"MOAB116",1,50,"17-05-2025 14:24:38.500 -0600","POINTZ(-109.342353695 38.269900413 1976.848)",38.269900413,-109.342353695,1976.848,0,1.74,2,0.096,0.21,0.93,0.45,0.81,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.2
"MOAB116",2,49,"17-05-2025 14:25:21.750 -0600","POINTZ(-109.342358457 38.269890532 1976.783)",38.269890532,-109.342358457,1976.783,0,1.74,2,0.098,0.21,0.93,0.45,0.81,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
"MOAB116",3,48,"17-05-2025 14:26:05.750 -0600","POINTZ(-109.34235712 38.269883448 1976.475)",38.269883448,-109.34235712,1976.475,0,1.74,2,0.098,0.21,0.93,0.45,0.81,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
"MOAB116",4,47,"17-05-2025 14:28:13.750 -0600","POINTZ(-109.34235994 38.269873112 1976.432)",38.269873112,-109.34235994,1976.432,0,1.74,2,0.097,0.21,0.89,0.44,0.77,39,32,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,15,2,"MOAB","S25",0,1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",4.6
"MOAB116",5,46,"17-05-2025 14:29:37.750 -0600","POINTZ(-109.34236113 38.269864307 1976.469)",38.269864307,-109.34236113,1976.469,0,1.74,2,0.098,0.21,0.92,0.45,0.8,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,4,"MOAB","S25",2,10,10,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5.8
"MOAB116",6,45,"17-05-2025 14:31:31.750 -0600","POINTZ(-109.342364372 38.269856115 1976.748)",38.269856115,-109.342364372,1976.748,0,1.74,2,0.093,0.2,0.91,0.45,0.79,39,31,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,65,4,"MOAB","S25",3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",3.6
"MOAB116",7,44,"17-05-2025 14:32:18.750 -0600","POINTZ(-109.342366978 38.269845867 1976.781)",38.269845867,-109.342366978,1976.781,0,1.74,2,0.09,0.2,0.91,0.45,0.79,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"NONE",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
"MOAB116",8,43,"17-05-2025 14:33:40.750 -0600","POINTZ(-109.3423714 38.269837937 1976.708)",38.269837937,-109.3423714,1976.708,0,1.74,2,0.089,0.2,0.9,0.45,0.78,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"OTHER","H_DUNG","SOIL",NA,"RILL",NA,NA,0,0,"MOAB","S25",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",0.6
"MOAB116",9,42,"17-05-2025 14:35:24.750 -0600","POINTZ(-109.342372248 38.26982727 1977.125)",38.26982727,-109.342372248,1977.125,0,1.74,2,0.094,0.21,0.89,0.45,0.77,40,32,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,120,20,"MOAB","S25",15,40,5,20,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",20
"MOAB116",10,41,"17-05-2025 14:36:51.750 -0600","POINTZ(-109.342374745 38.26981898 1976.54)",38.26981898,-109.342374745,1976.54,0,1.74,2,0.096,0.21,0.89,0.45,0.77,40,32,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,120,0,"MOAB","S25",15,15,8,3,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",8.2
"MOAB116",11,40,"17-05-2025 14:37:49.750 -0600","POINTZ(-109.342376802 38.269811352 1976.754)",38.269811352,-109.342376802,1976.754,0,1.74,2,0.089,0.2,0.88,0.45,0.76,40,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.4
"MOAB116",12,39,"17-05-2025 14:38:38.750 -0600","POINTZ(-109.34237796 38.269800432 1977.044)",38.269800432,-109.34237796,1977.044,0,1.74,2,0.093,0.21,0.88,0.45,0.76,40,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",4,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.4
"MOAB116",13,38,"17-05-2025 14:39:40.750 -0600","POINTZ(-109.342379227 38.269792728 1976.792)",38.269792728,-109.342379227,1976.792,0,1.74,2,0.094,0.2,0.88,0.45,0.76,40,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",4,15,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5.4
"MOAB116",14,37,"17-05-2025 14:40:25.500 -0600","POINTZ(-109.342379525 38.269782893 1977.093)",38.269782893,-109.342379525,1977.093,0,1.74,2,0.092,0.21,0.91,0.46,0.79,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"MOAB","S25",3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2.2
"MOAB116",15,36,"17-05-2025 14:41:59.500 -0600","POINTZ(-109.342384982 38.269777867 1977.037)",38.269777867,-109.342384982,1977.037,0,1.74,2,0.099,0.2,0.9,0.46,0.78,38,31,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,5,"MOAB","S25",8,1,3,6,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",4.6
"MOAB116",16,35,"17-05-2025 14:43:13.750 -0600","POINTZ(-109.342381682 38.269764427 1977.179)",38.269764427,-109.342381682,1977.179,0,1.74,2,0.092,0.22,0.9,0.45,0.77,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,7,"MOAB","S25",10,3,15,7,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",8.4
"MOAB116",17,34,"17-05-2025 14:44:08.750 -0600","POINTZ(-109.342384707 38.269756685 1976.851)",38.269756685,-109.342384707,1976.851,0,1.74,2,0.089,0.2,0.89,0.45,0.77,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"MOAB116",18,33,"17-05-2025 14:45:10.000 -0600","POINTZ(-109.342388308 38.26974781 1977.199)",38.26974781,-109.342388308,1977.199,0,1.74,2,0.087,0.2,0.89,0.45,0.77,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"MOAB","S25",0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.2
"MOAB116",19,32,"17-05-2025 14:45:59.500 -0600","POINTZ(-109.342389932 38.269738607 1977.5)",38.269738607,-109.342389932,1977.5,0,1.74,2,0.086,0.2,0.89,0.45,0.76,38,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"MOAB","S25",3,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.8
"MOAB116",20,31,"17-05-2025 14:46:53.500 -0600","POINTZ(-109.342390162 38.269729857 1976.93)",38.269729857,-109.342390162,1976.93,0,1.74,2,0.096,0.22,0.93,0.47,0.8,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"MOAB","S25",10,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3.4
"MOAB116",21,30,"17-05-2025 14:47:47.750 -0600","POINTZ(-109.34239257 38.269720613 1976.992)",38.269720613,-109.34239257,1976.992,0,1.74,2,0.097,0.23,0.97,0.48,0.84,38,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"MOAB","S25",0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"MOAB116",22,29,"17-05-2025 14:48:43.500 -0600","POINTZ(-109.34239318 38.269711213 1977.411)",38.269711213,-109.34239318,1977.411,0,1.74,2,0.095,0.21,0.96,0.48,0.84,38,30,"L-PGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,5,5,"MOAB","S25",3,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3.2
"MOAB116",23,28,"17-05-2025 14:49:34.500 -0600","POINTZ(-109.342396103 38.269702028 1977.285)",38.269702028,-109.342396103,1977.285,0,1.74,2,0.095,0.21,0.96,0.48,0.83,39,30,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,20,"MOAB","S25",5,1,15,20,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",12.2
"MOAB116",24,27,"17-05-2025 14:50:56.500 -0600","POINTZ(-109.342396868 38.26969385 1977.138)",38.26969385,-109.342396868,1977.138,0,1.74,2,0.1,0.23,0.92,0.47,0.79,39,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.4
"MOAB116",25,26,"17-05-2025 14:51:43.500 -0600","POINTZ(-109.342399187 38.269685622 1976.884)",38.269685622,-109.342399187,1976.884,0,1.74,2,0.1,0.23,0.9,0.46,0.77,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.6
"MOAB116",26,25,"17-05-2025 14:52:29.750 -0600","POINTZ(-109.34240058 38.269677333 1977.201)",38.269677333,-109.34240058,1977.201,0,1.74,2,0.098,0.22,0.89,0.46,0.77,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"MOAB","S25",1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.6
"MOAB116",27,24,"17-05-2025 14:53:22.750 -0600","POINTZ(-109.342401452 38.269667145 1977.238)",38.269667145,-109.342401452,1977.238,0,1.74,2,0.099,0.22,0.89,0.46,0.76,39,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"MOAB116",28,23,"17-05-2025 14:54:08.750 -0600","POINTZ(-109.342403382 38.269660135 1977.298)",38.269660135,-109.342403382,1977.298,0,1.74,2,0.094,0.21,0.89,0.46,0.76,37,30,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,4,"MOAB","S25",0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.2
"MOAB116",29,22,"17-05-2025 14:54:57.750 -0600","POINTZ(-109.342405722 38.269648317 1977.366)",38.269648317,-109.342405722,1977.366,0,1.74,2,0.099,0.21,0.89,0.46,0.76,37,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"MOAB","S25",6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.8
"MOAB118",1,50,"17-05-2025 12:33:41.750 -0600","POINTZ(-109.340226693 38.269396023 1970.499)",38.269396023,-109.340226693,1970.499,0,1.74,2,0.1,0.26,0.96,0.51,0.81,42,28,"L-OTHER","ARTR","L-PGRASS",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,85,0,"MOAB","S25",2,3,1,1,"L-PGRASS_patch","L-ARTR_95SW_90H_80L_65P",NA,NA,NA,2070,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Shrubs",1.4
"MOAB118",2,49,"17-05-2025 12:35:14.750 -0600","POINTZ(-109.340224272 38.269385728 1970.031)",38.269385728,-109.340224272,1970.031,0,1.74,2,0.1,0.26,0.93,0.5,0.78,39,28,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,85,1,"MOAB","S25",5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",1.8
"MOAB118",3,48,"17-05-2025 12:36:45.750 -0600","POINTZ(-109.34022237 38.269377582 1969.981)",38.269377582,-109.34022237,1969.981,0,1.74,2,0.1,0.26,0.93,0.5,0.78,39,28,"N",NA,"N",NA,"N",NA,"N",NA,"LT-W",NA,"CRST",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0
"MOAB118",4,47,"17-05-2025 12:37:44.750 -0600","POINTZ(-109.340222322 38.269368007 1969.985)",38.269368007,-109.340222322,1969.985,0,1.74,2,0.1,0.25,0.93,0.5,0.79,39,28,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.4
"MOAB118",5,46,"17-05-2025 12:38:46.750 -0600","POINTZ(-109.340221867 38.269360092 1969.873)",38.269360092,-109.340221867,1969.873,0,1.74,2,0.1,0.26,0.94,0.5,0.79,39,28,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.2
"MOAB118",6,45,"17-05-2025 12:40:21.500 -0600","POINTZ(-109.340224422 38.26934983 1970.069)",38.26934983,-109.340224422,1970.069,0,1.74,2,0.098,0.24,0.88,0.48,0.74,41,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,1,"MOAB","S25",0,1,1,1,"L-PGRASS_patch",NA,NA,NA,NA,2071,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Bare Ground",0.8
"MOAB118",7,44,"17-05-2025 12:41:06.750 -0600","POINTZ(-109.34022216 38.269341098 1970.128)",38.269341098,-109.34022216,1970.128,0,1.74,2,0.098,0.23,0.88,0.48,0.74,41,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"MOAB118",8,43,"17-05-2025 12:43:25.500 -0600","POINTZ(-109.340223987 38.269333278 1970.054)",38.269333278,-109.340223987,1970.054,0,1.74,2,0.1,0.25,0.89,0.48,0.75,39,30,"L-OTHER","ARTR","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,115,20,"MOAB","S25",25,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",21
"MOAB118",9,42,"17-05-2025 12:44:59.500 -0600","POINTZ(-109.340225023 38.269323693 1970.09)",38.269323693,-109.340225023,1970.09,0,1.74,2,0.098,0.24,0.89,0.48,0.75,39,30,"L-OTHER","ARTR","L-PGRASS",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,115,10,"MOAB","S25",40,25,5,15,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",19
"MOAB118",10,41,"17-05-2025 12:45:47.750 -0600","POINTZ(-109.340224035 38.26931437 1970.177)",38.26931437,-109.340224035,1970.177,0,1.74,2,0.1,0.24,0.89,0.48,0.75,39,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"MOAB","S25",0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.4
"MOAB118",11,40,"17-05-2025 12:48:04.500 -0600","POINTZ(-109.340224832 38.269305607 1969.929)",38.269305607,-109.340224832,1969.929,0,1.74,2,0.11,0.24,0.9,0.48,0.76,39,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,2,"MOAB","S25",0,0,0,0,"L-PGRASS_patch","L-ARTR_80W_100H_185L_115P",NA,NA,NA,2072,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Bare Ground",0.4
